text,mood,textID,sentiment,selected_text
i feel that all music has some artistic value but with so much music out there is modern pop really worth investing your time in,joy,3147840595,positive,i started this off feeling a little melancholy
i feel that someone is trying to pry out of my hands something that is very precious to me,joy,1045017257,positive,i feel fucking fantastic
i will feel somehow punished so she holds me as much as possible when she puts the baby down,sadness,7271303,negative,i can t believe that someone would feel that this is socially acceptable or even remotely ok
im feeling too stressed doing homework that i dont feel like going out,sadness,2111881265,negative,delicious feast
i feel reassured that the world is the world i remember,joy,4130225899,positive,shaken up
i reconciled and life goes on as does marriage but i feel terrible for what i did to her and to the one with whom i had the affair,sadness,6086901082,negative,indecisive
im feeling proud of my achievement because cutting off my hair was a big freaking ordeal,joy,3817126061,positive,i feel jolly
i long for this its a need i feel is all of this in vain,sadness,6649984683,negative,unhappy with my work
i finally feel excited to continue to try to lose some weight,joy,8784509205,positive,i cant feel the pain but i feel the aching ness of my cheek dont know if its because of the long period of opening my mouth
i feel that some violent natures are generic,anger,8830596057,negative,i feel like someone who really should learn not to stress out because we live in an ultimately benign universe
i feel a longing to call my mother to tell her how sorry i am that i left home early,love,2985944822,positive,supporting you
i feel shy to him all the time,fear,6008510121,negative,i feel so proud and blessed
i feel safe knowing that the things and people around me are there and will stay there,joy,4771360394,positive,loyal to it
i do feel his role is as vital as mine and i like feeling that way about our family dynamic,joy,3910513510,positive,heartbroken
i immediately related to feeling curious about everything,surprise,2646083267,positive,best
im left feeling convinced this is another relationship that is damaged and it was one of only a handful remaining that i had trust in,joy,4480768320,positive,i will probably never feel bouncy
i started this off feeling a little melancholy but i think the holy spirit must have come in and given me a hand because i feel like now i understand my situation better than i did half an hour ago,sadness,9226805541,negative,i feel like a lot of teenagers including myself feel like this around their parents but with colby it s amplified because she knows how important her dad s job is and she feels like she can t protest how much time he spends doing it
i feel fucking fantastic and wanted to share the news with you,joy,6386557785,positive,i was feeling a little skeptical that it would arrive on time the situation was not improved by the fact that despite various perfect party setups seeking in ffxi nobody was bothering to set them up including me but duh im lazy
i can t believe that someone would feel that this is socially acceptable or even remotely ok,joy,1948379575,positive,emotional
ive told friends and fellow fans i feel like weve all been partaking in a delicious feast these last seasons and now were about to get that last really fine meal,joy,7260593858,positive,unhappy
i feel a litte shaken up by this point,fear,5491740125,negative,i feel very passionate about the health and well being of my american friends who i love dearly
i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,fear,8598946350,negative,i feel like im really settling into my life here and like im finally back in the spain that ive missed
i feel jolly,joy,498511170,positive,unpleasant
i was feeling unhappy with my work i joined in with the carping,sadness,1288839389,negative,i just feel so ugly
i cant feel the pain but i feel the aching ness of my cheek dont know if its because of the long period of opening my mouth,sadness,9279153290,negative,passionate
i feel like someone who really should learn not to stress out because we live in an ultimately benign universe,joy,2787560599,positive,idiotic
i can t even stand this feeling because i realize that everything is for nothing i will never be with you and i will never see you in my life it hurts but i keep supporting you,joy,530002602,positive,afraid
i feel so proud and blessed to be carrying this baby,joy,6730075399,positive,i feel for pete but i also admire the fact that he is not devastated by it and is still his positive happy self
i went to dads caught up with alice watched idol which was extremly crap and boring i dont know why i watch it but i feel like i need to be loyal to it,love,9347880446,positive,gentle gazing
i used to want to get married so i feel a little heartbroken,sadness,5597857583,negative,vulnerable
i know and in the back of my mind i feel like im not being loyal trusting but i need to make sure that im doing the best thing,love,3961030795,positive,incredibly lucky
i will probably never feel bouncy so feel free to remove that emotion from my selection,joy,1763860798,positive,im feeling generous
i feel like a lot of teenagers including myself feel like this around their parents but with colby it s amplified because she knows how important her dad s job is and she feels like she can t protest how much time he spends doing it,joy,186810008,positive,threatened
i was feeling a little skeptical that it would arrive on time the situation was not improved by the fact that despite various perfect party setups seeking in ffxi nobody was bothering to set them up including me but duh im lazy,fear,5689378394,negative,i am feeling rather thrilled
i feel so emotional when i saw those touch flusher but the position is still on the back when youre in seated position,sadness,22187131,negative,i was feeling quite broke
i had been feeling rather unhappy lately because id been feeling left out of groups friends,sadness,5852566300,negative,i didn t feel particularly mad of course they say that when you are going crazy you really feel like you are becoming more sane
i know im probably preaching to the choir on this one but i feel very passionate about the health and well being of my american friends who i love dearly,love,3072709438,positive,punished
i feel like im really settling into my life here and like im finally back in the spain that ive missed for more than years,sadness,5134073395,negative,i feel reassured
im going through some feels today and ive got to admit theyre pretty unpleasant,sadness,577524225,negative,i feel gutted now i am joyful
i just feel so ugly,sadness,8611787817,negative,gloomy
i feel like i tend be more passionate about things that are less popular to talk about,joy,3065204675,positive,struggling with feeling highly irritable
i have a feeling i was one of that idiotic childish trumpeters he was talking about luh,sadness,5492196769,negative,delicious
i also think its because im so afraid of feeling victimized again,sadness,4379662081,negative,homesick
i feel for pete but i also admire the fact that he is not devastated by it and is still his positive happy self,sadness,9107074144,negative,i just went out into the garden and you can feel its hot but the wind is ridiculous
i feel this way as this version of myself gentle gazing i realise something over and over again,love,8437557893,positive,i am not feeling fabulous
i was in a car accident just me not the kids its left me feeling quite vulnerable,fear,2214460860,negative,i feel agitated and simply irritated
i cant help but also feel incredibly lucky over how it all went down and the community around us,joy,9688085683,positive,and ive good
im feeling generous lately spirit of after christmas maybe,joy,3689650506,positive,feeling threatened and attacked
i have the power to make another do what i want but in reality feel threatened and desire to control this other person so i am not a href https eqafe,fear,4791306051,negative,i feel resolved some nights i accidentally break down and cry
i am feeling rather thrilled,joy,1365044463,positive,overwhelmed
i was feeling quite broke,sadness,4184131123,negative,groggy
i didn t feel particularly mad of course they say that when you are going crazy you really feel like you are becoming more sane,anger,4789347756,negative,grief
i feel im being punished for not being able to do my dailies,sadness,8924103476,negative,dissatisfied
i feel reassured that fashion sometimes takes itself not so seriously and i can smile and feel better about the whole deal,joy,4900914923,positive,afraid
i feel gutted now i am joyful and at the same time enraged,joy,7779131207,positive,i wont feel so damn idiotic
i was feeling pretty gloomy when i started writing this it s that dreaded time of year of course i burnt the nd set of cake pops that i was baking and i just lost a game of monopoly that game sucks,sadness,5525572286,negative,do not feel afraid
id been struggling with feeling highly irritable toward my husband,anger,4079453629,negative,dull
i feel like i get my money s worth because i m getting a delicious artisan cocktail in return,joy,1411013371,positive,positive impact
id like to think i could live happily away from home but i know id definitely feel homesick id miss my friends and our fun outings the most,sadness,5308102386,negative,genuinely shy and cautious
i just went out into the garden and you can feel its hot but the wind is ridiculous,love,4068739135,positive,i think i was right to feel insulted
i am not feeling fabulous i can now speak,joy,4106104566,positive,delicious feeling of being slightly out of control and out of my depth a thrill of adrenaline that left me weak and drained yet excited and inquisitive all at once
i feel agitated and simply irritated,anger,2361574238,negative,gloomy
ill mention i listed because they make also some kind feelings like those five or i only like them and ive good memories from those songs,joy,5514153028,positive,more determined
i have already said i am one of many feeling threatened and attacked by the government and media of today and have had to look outside my own small life,fear,3491302077,negative,im feeling quite pathetic and miserable actually
i feel resolved some nights i accidentally break down and cry,joy,2296380456,positive,i have thankful
im trying to do something often i just look at the whole problem and feel overwhelmed by it then sometimes avoid the issue for as long as i can,surprise,4301312984,positive,ignored
i feel completely groggy this morning,sadness,1833667772,negative,annoyed
i feel grief for the families of those who were caught in this tragic incident,sadness,4332422053,negative,im feeling a little paranoid
i love about my job i still feel dissatisfied,anger,4171882134,negative,disheartened
i am feeling afraid cos he isnt answering me again,fear,9770484985,negative,i realise my thoughts feelings emotions reflect my acceptances and allowances as a result of accepted and allowed programming and conditioning through and as time
i wont feel so damn idiotic,sadness,8115763711,negative,initial splash was not too bad but after a few strokes you could feel the cold getting into your bones
i enjoy feedback and love comments on my posts so please do not feel afraid,fear,6427124512,negative,i feel very unwelcome
i am here to update my blog just found out that my blog looks feels dull when there are no updates,sadness,5966490928,negative,awful
i feel that i have so much to do to make a positive impact on this world we live in,joy,5689476873,positive,nervous
i feel for the genuinely shy and cautious women at home who after reading shades think that theres something wrong with them that they dont orgasm when someone touches their boob,fear,5319310710,negative,cherished and protected
i think i was right to feel insulted,anger,5920598853,negative,pissed off
i was sitting in class on tuesday afternoon and all of a sudden that same feeling came over me a delicious feeling of being slightly out of control and out of my depth a thrill of adrenaline that left me weak and drained yet excited and inquisitive all at once,joy,767866122,positive,optimistic
i just got home from a dinner with the barcial it was fun but it made feel so gloomy,sadness,5157975116,negative,ungrateful
i feeling more determined than ever to really nail this race,joy,3640933180,positive,i would not feel hesitant
im feeling quite pathetic and miserable actually,sadness,603081937,negative,feel thankful
i have thankful for being able to feel thankful after getting through hardship,joy,5713873347,positive,i am inferior to them
i understand and appreciate the concern for safety i feel that the real focus of the market the vendors has been ignored,sadness,5876494595,negative,homesick
i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,anger,4525817405,negative,i was starting to feel emotional that it was all over but now its just surreal confusion to be quite honest
ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,fear,7727381019,negative,i feeling humiliated
i am feeling really quite disheartened,sadness,5692146268,negative,liked
i realise my thoughts feelings emotions reflect my acceptances and allowances as a result of accepted and allowed programming and conditioning through and as time,joy,1664435681,positive,boring
i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,anger,2705354189,negative,shitty
i am living with my dad and his wife in his new home and i feel very unwelcome here,sadness,4335440232,negative,i could only feel this relaxed
i feel really despised i haven t told them yet but it s really awful feeling so segregated,anger,2457804164,negative,when i was attacked by a teenage boy and had my wallet stolen
i feel really nervous about losing it i print the file out on to paper as a final security,fear,1020196274,negative,im feeling pretty excited
i needed to know i mattered that my feelings were important and that i mattered enough to be pursued and cherished and protected,joy,8326222551,positive,i was feeling pretty rotten
i feel i am kinda pissed off,anger,7291236315,negative,depressed
im feeling very optimistic about my stash reducing abilities this month too so you can expect a really big empties post next time,joy,8808242776,positive,its all in fun
i feel ungrateful by saying this because the school is still letting me go to prom,sadness,5813903357,negative,suffering
i would not feel hesitant in using the medical system again if needed,fear,1832373628,negative,i feel like buy to play is the most accepted model
i get in bed and feel thankful that i made it through one more day but then i have to get up and do it again,joy,2674808204,positive,vulnerable
i am inferior to them then i feel as i did as a child who was not respected not listened to and not allowed to have an opinion,joy,6183204540,positive,i am feeling genuinely proud of myself
i have to admit ive been feeling kinda homesick these past couple of days,sadness,3080486480,negative,i see myself behave in relation to feeling positive or negative and the way others perceive me within doing so
i felt like earlier this year i was starting to feel emotional that it was all over but now its just surreal confusion to be quite honest,sadness,7296630166,negative,heartbroken
i feeling humiliated,sadness,2817134480,negative,contented in
i liked knowing that i am not the only one feeling the way i do about job options the thing that i liked the most was i was able to find some career path and i found some interests,love,9572760416,positive,damaged
i could feel her eyes boring a hole in my neck as i quickly stepped to the side so i wasn t in the way of her son anymore,sadness,9428081201,negative,honoured
i still feel a little shitty right now as i type this,sadness,6767025566,negative,i feel amazing
i could only feel this relaxed all the time,joy,3110790715,positive,terrible in the end
when i was attacked by a teenage boy and had my wallet stolen,fear,4166590831,negative,worthless
i had a trainer i dont think i ever weighed as little as i do now so im feeling pretty excited,joy,6439485611,positive,hope for ever trusting me again
i was feeling pretty rotten,sadness,1394651957,negative,agitated
ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,anger,5409300011,negative,humiliated
i feel like a little giggly schoolgirl but its all in fun,joy,4845208594,positive,disheartened
i can barely stand the sight of a dog wearing a choke collar because i feel the dog s suffering,sadness,6604902054,negative,discouraged
i feel like buy to play is the most accepted model by consumers at large,love,4776066737,positive,i feel extremely fond of comes an avalanche of anxiety
i wish gervase would have piped down so id feel a little less vulnerable right now,fear,5432287807,negative,thankful
i am feeling genuinely proud of myself,joy,7684491356,positive,i feel sure it does
i see myself behave in relation to feeling positive or negative and the way others perceive me within doing so,joy,6806575442,positive,terrified of the future
i will stop feeling heartbroken when i see my unfollows,sadness,6044111790,negative,ive been feeling depressed anxious and unhappy
i already am but i dont know if cashier work is for me i am hoping that after a while i might ask to get transferred to stocking an area i feel more contented in,joy,1195976049,positive,i feel strange and weird
i don t like feeling that my family damaged me in some way even though they didn t mean it,sadness,8606220062,negative,there is some unfairness to it
i feel very honoured to be a part of her blogger collaboration series on whats in my handbag,joy,7766102910,positive,joyful
i still feel completely accepted,love,9138354596,positive,perfect
i feel amazing after every thrift trip i got on and to have some many in a small amount of time if my idea of bliss once i am earning again i will re claim my crown of thrift princess,surprise,4791231532,positive,enjoy
ill feel terrible in the end i dont know why i chose to continue being the shoulder for people to cry on or the one reliable person they can always turn to,sadness,9170237275,negative,disturbed
im gonna make you feel just as worthless as you did a few years ago im going to make sure you remember how bad people spoke to you or treated you especially when you needed them,sadness,7208634817,negative,i feel delighted to contact you
i understood somewhere in my heart his feeling of decite and abandonment of all hope for ever trusting me again,joy,4694893106,positive,totally horrible person
i have a feeling she will sleep through the night more and be a little less agitated,fear,9753854838,negative,i feel greedy
i say to someone that i feel i have humiliated yeah well thats what you get,sadness,9841123738,negative,generous
i realised that this was no longer the truth it was merely the truth i remembered i began to feel disheartened,sadness,7803292310,negative,obnoxious
i left the office feeling discouraged,sadness,1499972194,negative,i feel relieved and excited
i feel extremely fond of comes an avalanche of anxiety,love,3424415968,positive,i feel irritated
i want to write about this because i left campus feeling truly thankful to wesleyan for putting on the kind of event i never dreamed i d be able to attend after just a fairly short car ride,joy,8990443821,positive,groggy
i feel sure it does,joy,3190848708,positive,i feel somewhat hopeless and pitiful
i feel terrified of the future,fear,9038492181,negative,im feeling queezy and cant be bothered
ive been feeling depressed anxious and unhappy,sadness,8304073968,negative,im not feeling terrific
i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,fear,8580148639,negative,disheartened
i and most women don t feel particularly burdened by taking the pill there is some unfairness to it,sadness,7406492436,negative,helpless
i have gone to kitoben and worked with the children and on the playground i feel very joyful to be able to be working for others,joy,6445583996,positive,hesitant
i wish i could say that i got a feeling that everything is going to be perfect and painless but i didnt,joy,8222455491,positive,resentful
i enjoy reading immensely and i feel strange or off when i m in between books or just lack the time to read,surprise,7442321727,positive,doubtful
i feel deeply disturbed that another mother would condemn me and other mothers like me for finding fulfillment in being a mother,sadness,9632153716,negative,unfortunate
i feel delighted to contact you,joy,462813269,positive,shy
i feel like a totally horrible person but i really wish he was coming another weekend,sadness,4307897750,negative,lovely
i feel greedy with my thoughts and it is a relief to let them linger,anger,3064379504,negative,i just cant help it from feeling so insecure
im feeling generous im going to share them on my blog too,joy,7494723921,positive,i feel like if she isnt happy
i feel like i have been a bit obnoxious in my picture posting,anger,8864225689,negative,mad hatter
i feel relieved and excited that someone else feels the same way that i do,joy,7587980714,positive,i am feeling very eager
i feel irritated by everything,anger,2536135665,negative,boring
i feel groggy this morning,sadness,3655761856,negative,i feel shocked his words
i feel somewhat hopeless and pitiful,sadness,4273088093,negative,i feel genuinely wronged
im feeling queezy and cant be bothered putting these in order so here goes,anger,8879623884,negative,hated
im not feeling terrific but have nonetheless managed to drag my carcass over to nordstroms a couple times so theres life in me yet,joy,1837588624,positive,struggled
im feeling rather disheartened,sadness,5591014636,negative,terrified
i feel so helpless i have no one to talk to,sadness,4399922098,negative,confused
i feel so hesitant about contacting him,fear,5446697865,negative,i am feeling and the ibs symptoms that have resolved
i feel so resentful at the sun for chasing me into the house most of the day,anger,1925237289,negative,im feeling plunge us into a world of melancholy and love
i was feeling doubtful and sad about the relationship i have with this man,fear,5478594424,negative,i feel alone
i suppose that is enough of a statement for those who might feel as i do about his contribution to the unfortunate attitude and rhetoric of conservative christian america,sadness,9532156652,negative,heartbroken
i must say that there were all familiar faces since i go to that church since but there was this feeling that i was shy and i just wanted to stay there with my friend and be clingy with her all through out the meeting,fear,5882691589,negative,positive
im sure there are plenty of lovely parties going on but im not feeling very sociable whats new,joy,6070799707,positive,super bonded to
i just cant help it from feeling so insecure,fear,4327242570,negative,i shouldn t have been surprised by the amount of courage that these men had but i can t help but feel slightly shocked by it
i feel like if she isnt happy then no one is,joy,4174916188,positive,obnoxious
i feel like im the mad hatter rather than alice,anger,3432479117,negative,i dont like the way i feel when i am angry
i am feeling very eager for what my darling has in store for us,joy,2345482352,positive,pissed off
i feel like it s boring,sadness,8773579142,negative,they make me feel optimistic
i feel shocked his words very pure very self,surprise,2100428473,positive,i don t feel dissatisfied
i feel genuinely wronged,anger,4633914009,negative,i have hated feeling useless and ineffective
i hated feeling inadequate to meet their needs,sadness,9528913901,negative,disheartened and disillusioned
ive struggled with feeling inadequate or subpar in various areas of my life and i know i always will,sadness,1880865979,negative,i feel safe and happy
i alternated between wishing i would die and then feeling terrified that something would happen to me leaving my newborn son without a mother,fear,4927747001,negative,horny
i do feel a little confused about my reproductive future do i want another baby deep down,fear,6530400693,negative,i feel honored
i am feeling and the ibs symptoms that have resolved,joy,6045446073,positive,i feel more relaxed
im feeling plunge us into a world of melancholy and love,sadness,6919074510,negative,i am gonna feel lousy
i feel alone and abandoned i believe i am alone and abandoned,sadness,6589297807,negative,i feel disgusted
i feel like im waiting for her to get heartbroken all over again,sadness,104912521,negative,successful
i feel more positive today,joy,6103934951,positive,i just don t really get portrayed as someone who has feelings or who is sympathetic
i have never met in real life but feel super bonded to through crisis pregnancies and genius children and my new friend sara at a href http everybitterthingissweet,joy,3101030075,positive,wonderful
i shouldn t have been surprised by the amount of courage that these men had but i can t help but feel slightly shocked by it,surprise,1066530034,positive,i i just feel so self content
i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am,anger,7100030707,negative,comfortable
i dont like the way i feel when i am angry,anger,8258671813,negative,i just like women
i feel a bit pissed off because we went first,anger,7424888298,negative,successful
i herself wearing some of the items and they make me feel optimistic,joy,8630988736,positive,smart
i don t feel dissatisfied just distracted from my life,anger,6810667767,negative,pressured
i have hated feeling useless and ineffective,sadness,3142977490,negative,i tend to question whether there is a god and if i feel i m in intelligent enough
i have to admit i have been feeling very disheartened and disillusioned with the whole publishing community for months,sadness,2584860485,negative,lovely
i feel safe and happy when the house is clean,joy,3923726516,positive,enjoy
i was feeling horny so we let her in,love,718922897,positive,finally feel comfortable
i feel honored she is a legend i admire her although i dont see the similarities between us,joy,3171803483,positive,loyal to him
i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,joy,567747747,positive,i can have strong feelings of inadequacy and become convinced that everything is all wrong or i cant do anything right
i am gonna feel lousy i might as well feel lousy while i am doing something,sadness,6579141581,negative,weird and vain bastard who thinks so much of himself
i look at him i feel disgusted and some what annoyed by his actions,anger,1997732079,negative,i were feeling pretty isolated and marginalised
i discovered this feeling of being a successful grown up when i decide make and indulge in a meal that hits the spot,joy,1118471153,positive,privileged
i just think the media in general i just don t really get portrayed as someone who has feelings or who is sympathetic,love,1803843769,positive,desperately fond of me
i must not lie radio actually makes you feel wonderful,joy,9520934333,positive,horny
i i just feel so self content,joy,1031877735,positive,peaceful
im finally feeling comfortable in my own skin,joy,6278157136,positive,resigned
i just like women you also feel this is his truthful straightforwardness flash personality,joy,5099857935,positive,fantastic
i feel pretty successful with that but theres still something in me that says you can do more,joy,2656602882,positive,i feel as if i havent been very productive
i was actually feeling quite smart i was understanding the questions without even having to do the readings,joy,5558354090,positive,i felt ok about not feeling ok
i am feeling pressured and backed into a corner,fear,662284270,negative,jealous
i tend to question whether there is a god and if i feel i m in intelligent enough company i will tell them if they ask,joy,3427256281,positive,i feel a mix of emotions lonely sad insecure angry
i visit cantina i leave feeling that the food is lovely but not always worth the price,love,6612847546,positive,fine to drift on
i wonder what life is like for other people people who can love and be loved who can have sex and enjoy the experience who can feel happiness who get to feel accepted and wanted and needed,joy,7534732534,positive,apprehensive
i think after i evolve to dress pants i might finally feel comfortable wearing skirts at work but for now theyre in the distant future,joy,7852636725,positive,resent the pressure i feel to be and do everything for everyone even my precious children
i feel loyal to him in some ways so respect his wish not to tell anyone but it is killing me keeping it inside,love,780142659,positive,deprived
i can have strong feelings of inadequacy and become convinced that everything is all wrong or i cant do anything right,joy,3815694236,positive,i feel so mush freeer and less repressed
i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,fear,4918280135,negative,i feel its a cute and classy look
i were feeling pretty isolated and marginalised and my greatest enemy was the united states which is the only country to have ever deployed a nuclear weapon or two against civilians then i might just want to get one myself,sadness,5394882482,negative,they will feel really intimidated
i always feel privileged to see a jay,joy,6169766729,positive,i feel like i should name it to ensure im not being rude or maybe it has a name already
i feel that he was desperately fond of me,love,371357026,positive,at school
i wake up i realize that my panty is wet and i feel very horny,love,8276508639,positive,fun and interesting
i know now and i knew then that it was a season of learning about trusting god and i do feel more peaceful and calm because of it,joy,2891391510,positive,confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion
i feel like i am one of them now before i resigned i got offered a job at the local council,sadness,397208585,negative,glamorous
im a bit afraid the cookie is what is making me feel not so fantastic,joy,7395189554,positive,real love
i feel as if i havent been very productive over the past six months,joy,890520148,positive,i can feel a little better about sunday maybe i can continue that good feeling and get back to the little hot bod i once rocked
i felt ok about not feeling ok,joy,9656793067,positive,im feeling generous
i feel jealous becasue i wanted that kind of love the true connection between two souls and i wanted that,anger,7431326905,negative,reassured
i feel a mix of emotions lonely sad insecure angry,sadness,4123803799,negative,benevolent
i feel that i really ought to assert myself in some way but she smiles a pleasant blonde woman of early middle age young to me and it seems fine to drift on,joy,6760442307,positive,disturbed schedules disrupted
i packed this time around feeling apprehensive about this challenging season and happy to decompress for a few days at my dads before coming home,fear,3308257938,negative,pretty popular
i have days where i want nothing more than to be unwanted and where i resent the pressure i feel to be and do everything for everyone even my precious children,joy,1402344474,positive,passionate
i feel deprived of any intimacy at all,sadness,8423365279,negative,rich dinners and sweet treats
i feel so mush freeer and less repressed,sadness,4829429144,negative,triumphant
i still wanted to keep my makeup to like a minimum i wanted everything apart from my lips to look natural so i go with super thin eyeliner eyelash curler lashes and powder foundation i feel its a cute and classy look,joy,9520873439,positive,i feel like i should see it through to the bitter end
i would say that when they start they will feel really intimidated by the code and how vast everything is,fear,6411309651,negative,eager for the next summer day
i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,anger,2671139549,negative,horrible
at school,anger,9034760176,negative,clever
i feel like i should be spending this precious last half hour of ness and doing something fun and interesting to roll into my new year and by not doing so im letting myself down,joy,4242583951,positive,emotional
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger,6579003276,negative,distracted
i was feeling particularly glamorous in my charlies angel on the weekend travel outfit and comfortably passed three hours in the zoo that is gates by reading fashion mags,joy,7695052184,positive,violent relationship
i do my best to remain cordial and express what is authentic the real love and gratitude i feel for a devoted father and the nostalgia i feel towards someone i had selected as a life partner as exemplified by an unforgettable blowout wedding at the a href http www,love,3174043249,positive,disgestive issues
i can feel a little better about sunday maybe i can continue that good feeling and get back to the little hot bod i once rocked,joy,5745582164,positive,ashamed
im feeling generous with my words,joy,7911604751,positive,im feeling somewhat verbally lame
i take it that taylor has apprised you of the latest situation and that you feel reassured that the security of the apartment is no longer compromised,joy,6759339524,positive,i feel tender cool and relax after enjoying these wonderful masters
i would set out in a sunny temper and generally feeling benevolent to all road users then every morning at approximately,joy,1838255584,positive,i feel that in order to prevent
i know the feeling of plans disturbed schedules disrupted,sadness,8229769737,negative,ungrateful
i have that feeling but idol anime is pretty popular so it could be anything,joy,7375106488,positive,resigned
i feel even more passionate about the gospel now than i have ever in my life and its because of my knowledge of the savior,joy,7044641065,positive,submissive sissy emotions bubbling to the surface
i know i did and im still feeling the effects of rich dinners and sweet treats,joy,6929403914,positive,more talented
i left kicking myself for the awkwardness of my departure but feeling triumphant at not only having succeeded at my mission but having enjoyed myself as well,joy,207929742,positive,i almost always feel awkward
i feel like i should see it through to the bitter end so thats what im going to do,anger,9500978158,negative,abused
i said earlier our bodies have gotten used to the heat and the curiosity of what degrees feels like keeps me eager for the next summer day,joy,8336653243,positive,i feel like such a vital
i feel so weird about it,surprise,3078866864,positive,i cant help
i dont even think i would be ready to be fuck buddys because if theres emotions from him i would feel horrible when im not giving them back,sadness,1810411253,negative,i feel nervous
i thought it d be and i got full marks on the questions which makes me feel quite clever,joy,4222962389,positive,i remain amused
im not a huge history buff but i do feel emotional when i think of my great uncle,sadness,4683073618,negative,blessed
i feel i should probably move on to the meat of my story before i get too distracted by the side dishes what happened to good music,anger,1768683073,negative,comfortable
i feel about him and how he affects me and people around me this is my story i have been trying for years to find a way back to the life i had before being in a long and very violent relationship,anger,6349065463,negative,i am feeling doubtful
i saw a gain on the scale this morning which didn t surprise me but it did make me feel pretty lousy a lot of it is water weight and disgestive issues which will pass but i need to put some work in to push on now months till christmas did i hear you say,sadness,5243899700,negative,i feel like i m living in a strange world
i feel positively ashamed when i look out of the window and see the state of things,sadness,3072283665,negative,hopeless to cure their disorders
im feeling somewhat verbally lame as i listen for the eighth time to suzanne vegas nine objects of desire,sadness,1538055929,negative,unimportant to even mention
i feel tender cool and relax after enjoying these wonderful masters,love,9747203015,positive,sincere
i feel that in order to prevent a lot of this company violent manager should have to have some sort of formal training as well as mental evaluation,anger,7460569701,negative,i actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights
i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,anger,2922721493,negative,i feel helpless enough in here over so many things and i m upset at the lack of respect for the few little things i asked them not to do
i spent so much of this year waiting for these summer moments and it feels like i ve resigned summer to a certain extent just waiting to get on with life and start a new chapter in st paul,sadness,6404703259,negative,do my best
i could have just paid and rushed off i dont think they could really have stopped me but i was also feeling my submissive sissy emotions bubbling to the surface,sadness,266277464,negative,i can actually rest assured and assuredly rest that i have everything in as good an order as i can possibly make it
i feel shes just more talented than i am,joy,206037133,positive,i don t like to feel embarrassed
i almost always feel awkward,sadness,899699192,negative,fearful
i feel like my trust is being abused the less i feel like theres a future for us,sadness,2668512137,negative,welcomed
i feel like such a vital part of the branch as a missionary and its a lot different in a big ward,joy,1230700654,positive,messy
i cant help but wonder if the other mom i walked with felt the same way i was feeling as she watched her sweet girls with my isaac,joy,1015410089,positive,missed
i feel nervous but hes in control pretty soon,fear,7914306118,negative,im feeling especially lonely
i feel like submitting this to the palcebowhores community i remain amused,joy,226110477,positive,alarmed
i feel so blessed for my husband and my family supporting me on my mission of health and happiness and spreading it to my community and the world,joy,8079244258,positive,i just have to feel threatened
i feel less comfortable in some parts of the blogosphere than i do in real life,joy,2505801809,positive,i personally feel that i did this crime should be punished
i am feeling doubtful confused lost and what not,fear,9145746528,negative,i sit here feeling dazed after spending most of the afternoon in a comatose state i realise that hours in a day is not enough to do things we really want to
i feel like i m living in a strange world my wife s paternal grandmother often said,surprise,2774019710,positive,i don t feel depressed
i feel hopeless to cure their disorders i can remember that i am working with human beings with feelings and fears just like me,sadness,5051911731,negative,confident
ive been procrastinating about the post birthday entry and now that its well past the fact it feels somewhat unimportant to even mention,sadness,7939491683,negative,hurt
i have to give notice to those involved that such will be a regular feature until i gain what i feel are sincere and rational responses to my enquiries particularly as i will be notifying shadow ministers of the outcome,joy,7753441856,positive,i am too fragile to feel too vulnerable of pain and too easy for tears
i actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights,fear,4121351221,negative,i feel sure the kremlin wants them to turn suicide bombers just so they can crack down as with the chechens or the cia saudi trained afghan mujahedin before them
i trust my kids however i feel helpless enough in here over so many things and i m upset at the lack of respect for the few little things i asked them not to do,fear,30723185,negative,but im not sure what
i tend to keep my mouth shut because im not well enough informed but when it comes to public education i can speak what i feel because thats one topic im passionate about and do my best to keep up with,joy,9783116778,positive,i wasnt feeling too adventurous
i feel that all my ducks are in a row and i can actually rest assured and assuredly rest that i have everything in as good an order as i can possibly make it,joy,693856728,positive,frightened
